RestaurantID,Restaurant Name,Zip Code,City,Web / Apps,Main Cuisine,Seconday Cuisne,Main Product Sold,Secondary Sold,Avg Ratings,Number of Ratings,Payment Method,Delivery Fee,Avg Price,Descriptions
1475,Buon Gusto ,8632,Tann ZH,Apps Android,Pizza,Kebab,Pizza Margherita,Pizza Kebab,4,885,CASH,0,38.58,"It’s very hard to find sandwiches with home-made bread in CityCH. So, if you’ve been looking for something like that, then NameCH should be high up on the list of restaurants you want to order from. They’ve also got excellent CuisineCH food such as MainCH and SecondCH, so don’t hesitate, order online right now using PayCH right on our PlatformCH platform. You can also order using our mobile app, and leave ratings too!"
1476,China Restaurant Alin,8400,Winterthur,Web,Chinese,Asian,Süss-Sauer mit Pouletfleisch,Knuspriges Rindfleisch mit Knoblauch an Spezialsauce,4.3,"1,762",MasterCard,0,46.41,"If you are in a relaxed mood, then you should order from a relaxed restaurant. If you are stressed, you should still order from a relaxed restaurant. Get some top-notch CuisineCH food, wherever you are in CityCH from NameCH. You definitely should try the NameCH specials such as MainCH or a SecondCH. In fact, you can try them right now when you order with us using PayCH right on our PlatformCH platform. Or you can order using our mobile app. Either way, happy eating!"
1477,Restaurant Rigi Pizza,6403,Küssnacht,Apps Android,Pizza,Kebab,Dürüm Kebab,Pizza Kebab,4,835,CASH,0,39.15,"When you get home at night, the last thing you want to think about is cooking dinner. Of course, ordering takeout generally tends to be unhealthy, right? Nope. When you order with NameCH, you know you will be getting the healthiest food in CityCH. So why wait? Order right now using PayCH right on our PlatformCH platform and get the freshest MainCH of your life! By the way, remember to rate their freshness."
1482,China Restaurant Hang Cheng,8105,Regensdorf,Web,Curry,Asian,Gebackenes Pouletfleisch Süss-Sauer,Ente vom Grill nach kantonesischer Art,4.4,"3,336",PayPAL,0,53.21,"If you want healthy food with great quality and an extensive menu to choose from, then NameCH should be your restaurant of choice. These guys have an extensive chain of restaurants that specialise in health foods, so you know you’re in good hands. Don’t waste time overthinking, because you won’t regret it. Just order online now using PayCH right on our PlatformCH platform, or use our mobile app to place your order and we will get you your delivery fast! Try their a MainCH or a SecondCH."
1506,Elbistan Pizza,3414,Oberburg,Web,Italian,Kebab,Pizza El Kebab,Döner Box XXL,3.9,319,CASH,0,29.79,"If you work near NameCH in CityCH, then make it a point to try their food. Generally, as an office worker, you probably need to take extra steps to stay healthy, which is why this office-oriented healthy food joint should be your number one food destination. Order a warm bowl on a cold day, or a burner salad on a hot day. Whatever it is, we'll deliver to you fast. Of course, don't forget your co-workers! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
1515,Pak Lok Haus,8304,Wallisellen,Apps iOS,Chinese,Thai,Poulet Süss Sauer mit Teig,Gebratene Nudeln,4.5,"3,878",American Express,0,60.5,"Ever had a CuisineCH meal? No? Then order right now from NameCH, and we’ll deliver your food you in 40 minutes. Feeling adventurous? Order from their XXL CuisineCH food menu. However big the order, we’ll get it to you, wherever you are in CityCH. Remember to download our mobile app onto your iPhone or Android device for some real fast food, and always remember to leave a rating! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
1518,Villmerger Pizza Express,5612,Villmergen,Web,Pizza,Italian,Wunschpizza (32cm),Pizza Margherita,4.5,"1,568",CASH,0,40.1,"The happy chefs at NameCH are happy to deliver the best food and drinks to the people of CityCH. I feel like I said “happy” too much. You know what else is too much? Their portions. Indulge yourself in the massive portions of MainCH or a SecondCH these guys deliver, and why not order some wine or beer while you’re at it? Order right now using PayCH right on our PlatformCH platform, and we’ll deliver in 45 minutes! Oh, also, remember to leave them a rating."
1534,Solo Imbiss Öuf,4500,Solothurn,Web,Pizza,Kebab,Wunschpizza (32cm),Pizza Kebab,4.3,"1,095",Visa,0,27.67,"I’m not sure if it is a coincidence, or if it is just clever branding, but these guys actually have their takeaway joint located on a hard corner of a building in CityCH. Try the CuisineCH salad, along with their special menu. Order now using PayCH right on our PlatformCH platform, and we will deliver fast. You can also order using our mobile app for an even faster experience. So, get ordering! Try their a MainCH or a SecondCH."
1538,Maestro Pizza Kurier,5242,Lupfig,Web,Pizza,Kebab,Kebap im Taschenbrot,Kebap Dürüm im Fladenbrot,4.4,905,CASH,0,32.94,"What’s better than home-made food? NameCH’s food, of course! You should definitely try CuisineCH foods, MainCH or a SecondCH, or anything else these guys have to offer. So, order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast, wherever you are in CityCH. Remember to give our mobile app a try, and also remember to rate NameCH once you've eaten from them! "
1547,Badener Pizza Kurier,5400,Baden,Apps iOS,Pizza,Kebab,Wunschpizza 33cm,Dürüm Kebab,4.5,"1,424",MasterCard,0,35.43,"Ever CuisineCH food? No? Then don’t worry, because NameCH brings the classic CuisineCH restaurant right to the heart of CityCH. Apart from having tons of classic CuisineCH foods, they also are the first restaurant in CityCH to serve the famous vegetarian beyond CuisineCH food. Try it, you’ll love it. Order right now using PayCH right on our PlatformCH platform for fast delivery, and don’t forget to rate their classic vibe! Try their a MainCH or a SecondCH."
1554,Restaurant Lorin,9524,Zuzwil,Web,Pizza,Kebab,Pizza Fantasia (33cm),Pizza Prosciutto,4.3,991,CASH,0,37.94,"Get a taste of the healthiest restaurant chain in CityCH! The wonderful people at NameCH have a selection of delicious organic products, from MainCH to SecondCH. They’ve also got curries and wraps, so you know you will always find something for you. Check out their menu here, or using our mobile app, and pay online using PayCH right on our PlatformCH platform when your order with us. We’ll guarantee fast delivery!"
1564,Uno Point Pizza Kebab,8355,Aadorf,Web,Pizza,Kebab,Döner Box XXL,Pizza Kebap,4.4,422,CASH,0,29.92,"If you’re feeling cold, then you have to get a hot dish of delicious and healthy soup right away! And where you get it from? NameCH, of course! All the food in this restaurant can be labelled as food you won’t regret eating. Because it’s healthy, it’s fresh, and if you order now, it’ll be delivered to you fast! You can also order using PayCH right on our PlatformCH platform, and leave ratings too. Try their a MainCH or a SecondCH."
1565,Pizzakurier Freieneck,8427,Freienstein,Apps iOS,Pizza,Italian,Wunschpizza (32cm),Pizza Calabrese (scharf),4.5,298,CASH,0,41.69,"This cosy, laid-back restaurant will bring the heart of CuisineCH cuisine to CityCH. If you’re throwing a party, or if you just want to have a nice CuisineCH meal with your family, they’ve got MainCH and SecondCH. So, check them out right here, or use our mobile app. You can pay online using PayCH right on our PlatformCH platform and rate your food too!"
1571,Hot Pizza,2503,Biel,Apps iOS,Pizza,Italian,Pizza 30cm,Pizza 33cm,4.3,805,CASH,0,32.8,"If you’re looking for a fast CuisineCH food, or a MainCH or SecondCH, then NameCH is what you’re looking for. This is because this restaurant is known to have the fastest delivery in pretty much all of CityCH. Customers have especially highlighted the speed of delivery, and we can guarantee that you will get your food in half an hour. So, think fast, order now! Or order using our mobile app. It's even faster! You can even pay online using PayCH right on our PlatformCH platform."
1587,Pizzakurier Nord,8867,Niederurnen,Web,Pizza,Kebab,Pizza Kebab,Pizza Margherita,4.2,926,CASH,0,35.13,"Get some CuisineCH with NameCH in CityCH. They’ve got special food, so make a wish and order now! You get your delivery in 40 minutes, and you can pay online using PayCH right on our PlatformCH platform when you order here, or order using our eat.ch mobile app. Remember to let the restaurant know what you think and leave them a rating! Try their a MainCH or a SecondCH."
1590,Star Pizza Take-Away Kebab Kurier,5610,Wohlen,Apps iOS,Italian,Kebab,Kebab im Fladenbrot,Kebab im Taschenbrot,4.3,560,American Express,0,37.01,"CityCH sure has a ton of CuisineCH restaurants, but that’s because there are so many people waiting to eat. NameCH clearly knew what they were doing when they invited everyone to broaden their cultural horizons with their delicious CuisineCH food. It’s gorgeous. Order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast. You can also conveniently order using our mobile apps. Don’t forget to leave a rating! Try their a MainCH or a SecondCH."
1600,Star Pizzakurier ,9240,Uzwil,Apps Android,Pizza,Curry,Chicken Curry (wenig scharf),Pizza Prosciutto,3.9,144,CASH,0,44.3,"Great CuisineCH food, fast delivery, excellent prices. These are the three steps to excellence, and NameCH has certainly mastered them. I mean, all their customers seem to agree. In addition to all the CuisineCH foods, they’ve got special menus at excellent offer prices. Check these offers out right now! You can do that at your convenience if you get our mobile app for your iPhone or Android device. You can also pay using PayCH right on our PlatformCH platform. As always, remember to leave these guys a rating! Try their a MainCH or a SecondCH."
1606,Pizza Zorro Express,9473,Gams,Apps Android,Pizza,Kebab,Pizza Kebab,Döner,4.4,931,CASH,0,37.86,"The best CuisineCH food in CityCH, right here on eat.ch! Get expert cooked CuisineCH cuisine delivered right to your home or office. Preparing a MainCH or a SecondCH to be just right isn’t the easiest thing to do, but with NameCH, you can be assured that you’ll be enjoying all the deliciousness of CuisineCH fast! You can easily use PayCH right on our PlatformCH."
1615,Da Angelo Getränkekurier,9000,St. Gallen,Web,Swiss,,Schützengarten Dose 6x0.5 l,Chardonnay,4.6,357,CASH,0,33.95,"Get your fill of a MainCH and SecondCH from this awesome little restaurant situated in the heart of CityCH. All sorts of stuff, you name it, they have it. Best part? You can order online right here on eat.ch using PayCH right on our PlatformCH.! Speedy delivery right to your doorstep. "
1618,Sandi Pizzakurier,6300,Zug,Apps Android,Pizza,Burger,Pizza Margherita (32cm),Pizza Margherita,4.1,"1,252",TWINT,0,41.08,"“Fast delivery and always friendly” – that’s what one of our customers had to say when ordering from this restaurant. So, why stay on the fence? Order online right away and get some yummy MainCH delivered anywhere in CityCH right to your home or office! Don't forget to rate us afterwards. You can easily use PayCH right on our PlatformCH."
1621,L'Angolino,4900,Langenthal,Web,Pizza,Kebab,Pizza Kebap (32cm),Pizza Margherita,4.4,998,MasterCard,0,27.81,"Hate ordering food just to have it delivered cold and uneatable? Well, you won’t be experiencing that when you order online with us! Previous customers specifically point out how on-time the delivery is, and how the food is still warm. If you’re looking for MainCH in CityCH, this is your number one spot. You can easily use PayCH right on our PlatformCH."
1628,Pizza Gümligen,3073,Gümligen,Apps iOS,Pizza,Kebab,Kebab Dürüm,Pizza Margherita,4.7,389,Visa,0,38.74,"The NameCH restaurant in CityCH is just as good as its name sounds. Know what’s better? Getting a MainCH or a SecondCH ordered right from the comfort of your home or office right here on eat.ch. A CuisineCH restaurant, the NameCH restaurant is your one-stop food destination. Pay online using PayCH right on our PlatformCH. when you order with us!"
1630,Huttwil Pizza & Kebap,4950,Huttwil,Apps iOS,Pizza,Kebab,Pizza Kebab,Mega Dürüm,4.5,216,CASH,0,36.41,"If you love a MainCH or a SecondCH and happen to be living in CityCH, then you absolutely must try this restaurant. Small, but well equipped, this restaurant is more than ready to get your food delivered fast the second you order online. So how do you order online? Well, you can do that right here, on eat.ch using PayCH on our PlatformCH.."
